index,step_dist_m,speed_mps,removed
0,0.000,0.000,0
1,0.000,0.000,0
2,0.001,0.001,0
3,0.000,0.000,0
4,0.007,0.007,0
5,0.000,0.000,0
6,1.259,1.259,0
7,0.000,0.000,0
8,0.000,0.000,0
9,0.000,0.000,0
10,1.878,1.878,0
11,0.000,0.000,0
12,0.328,0.328,0
13,0.000,0.000,1
14,0.164,0.164,1
15,0.000,0.000,0
16,0.000,0.000,0
17,0.000,0.000,0
18,0.000,0.000,0
19,0.000,0.000,0
20,0.000,0.000,0
21,0.000,0.000,0
22,0.000,0.000,0
23,0.000,0.000,0
24,0.000,0.000,0
25,0.000,0.000,0
26,0.000,0.000,0
27,0.000,0.000,0
28,1.541,1.541,0
29,0.000,0.000,0
30,0.033,0.033,0
31,0.000,0.000,0
32,0.018,0.018,0
33,0.000,0.000,0
34,0.022,0.022,0
35,0.000,0.000,1
36,0.466,0.466,1
37,0.000,0.000,1
38,0.804,0.804,1
39,0.000,0.000,1
40,0.403,0.403,1
41,0.000,0.000,0
42,0.006,0.006,0
43,0.000,0.000,0
44,0.252,0.252,0
45,0.000,0.000,0
46,0.176,0.176,0
47,0.000,0.000,0
48,0.001,0.001,0
49,0.000,0.000,0
50,0.127,0.127,0
51,0.000,0.000,0
52,0.095,0.095,0
53,0.000,0.000,0
54,0.078,0.078,0
55,0.000,0.000,0
56,0.001,0.001,0
57,0.000,0.000,0
58,0.001,0.001,0
59,0.000,0.000,0
60,0.001,0.001,0
61,0.000,0.000,0
62,0.002,0.002,0
63,0.000,0.000,0
64,0.004,0.004,0
65,0.000,0.000,0
66,0.003,0.003,0
67,0.000,0.000,0
68,0.005,0.005,0
69,0.000,0.000,0
70,0.005,0.005,0
71,0.000,0.000,0
72,0.007,0.007,0
73,0.000,0.000,0
74,0.008,0.008,0
75,0.000,0.000,0
76,0.008,0.008,0
77,0.000,0.000,0
78,0.717,0.717,0
79,0.000,0.000,0
80,0.012,0.012,0
81,0.000,0.000,0
82,0.018,0.018,0
83,0.000,0.000,0
84,0.022,0.022,0
85,0.000,0.000,0
86,0.008,0.008,0
87,0.000,0.000,0
88,0.016,0.016,0
89,0.000,0.000,0
90,0.007,0.007,0
91,0.000,0.000,0
92,0.015,0.015,0
93,0.000,0.000,0
94,1.091,1.091,0
95,0.000,0.000,0
96,0.022,0.022,0
97,0.000,0.000,1
98,0.040,0.040,1
99,0.000,0.000,1
100,0.070,0.070,1
101,0.000,0.000,0
102,0.007,0.007,0
103,0.000,0.000,0
104,0.524,0.524,0
105,0.000,0.000,0
106,0.030,0.030,0
107,0.000,0.000,0
108,0.019,0.019,0
109,0.000,0.000,0
110,0.026,0.026,0
111,0.000,0.000,0
112,0.333,0.333,0
113,0.000,0.000,1
114,0.006,0.006,1
115,0.000,0.000,0
116,0.135,0.135,0
117,0.000,0.000,0
118,0.009,0.009,0
119,0.000,0.000,0
120,0.032,0.032,0
121,0.000,0.000,0
122,0.060,0.060,0
123,0.000,0.000,0
