index,step_dist_m,speed_mps,removed
0,0.000,0.000,0
1,0.524,0.524,0
2,0.000,0.000,0
3,0.300,0.300,0
4,0.000,0.000,0
5,0.168,0.168,0
6,0.000,0.000,0
7,0.000,0.000,0
8,0.000,0.000,0
9,0.054,0.054,0
10,0.000,0.000,0
11,0.017,0.017,0
12,0.000,0.000,0
13,0.010,0.010,0
14,0.000,0.000,0
15,0.006,0.006,0
16,0.000,0.000,0
17,0.000,0.000,0
18,0.000,0.000,0
19,0.000,0.000,0
20,0.000,0.000,0
21,0.000,0.000,0
22,0.000,0.000,0
23,0.578,0.578,0
24,0.000,0.000,1
25,0.086,0.086,1
26,0.000,0.000,0
27,0.064,0.064,0
28,0.000,0.000,0
29,0.005,0.005,0
30,0.000,0.000,0
31,0.051,0.051,0
32,0.000,0.000,0
33,0.039,0.039,0
34,0.000,0.000,0
35,0.031,0.031,0
36,0.000,0.000,0
37,0.026,0.026,0
38,0.000,0.000,0
39,0.021,0.021,0
40,0.000,0.000,0
41,0.000,0.000,0
42,0.000,0.000,0
43,0.018,0.018,0
44,0.000,0.000,0
45,0.000,0.000,0
46,0.000,0.000,0
47,0.015,0.015,0
48,0.000,0.000,0
49,0.002,0.002,0
50,0.000,0.000,0
51,0.998,0.998,0
52,0.000,0.000,0
53,0.033,0.033,0
54,0.000,0.000,0
55,0.216,0.216,0
56,0.000,0.000,0
57,0.229,0.229,0
58,0.000,0.000,0
59,0.477,0.477,0
60,0.000,0.000,0
61,0.429,0.429,0
62,0.000,0.000,0
63,2.168,2.168,0
64,0.000,0.000,0
65,0.136,0.136,0
66,0.000,0.000,1
67,0.406,0.406,1
68,0.000,0.000,1
69,0.175,0.175,1
70,0.000,0.000,1
71,0.739,0.739,1
72,0.000,0.000,0
73,0.175,0.175,0
74,0.000,0.000,0
75,1.121,1.121,0
76,0.000,0.000,0
77,1.107,1.107,0
78,0.000,0.000,0
79,0.886,0.886,0
80,0.000,0.000,0
81,1.429,1.429,0
82,0.000,0.000,0
83,1.834,1.834,0
84,0.000,0.000,0
85,2.695,2.695,0
86,0.000,0.000,0
87,2.896,2.896,0
88,0.000,0.000,0
89,1.094,1.094,0
90,0.000,0.000,0
91,5.248,5.248,0
92,0.000,0.000,0
93,2.910,2.910,0
94,0.000,0.000,0
95,3.543,3.543,0
96,0.000,0.000,0
97,4.218,4.218,0
98,0.000,0.000,0
99,3.011,3.011,0
100,0.000,0.000,0
101,2.345,2.345,0
102,0.000,0.000,0
103,2.278,2.278,0
104,0.000,0.000,0
105,3.360,3.360,0
106,0.000,0.000,0
107,3.984,3.984,0
108,0.000,0.000,0
109,4.009,4.009,0
110,0.000,0.000,0
111,4.125,4.125,0
112,0.000,0.000,0
113,4.919,4.919,0
114,0.000,0.000,0
115,5.120,5.120,0
116,0.000,0.000,0
117,4.939,4.939,0
118,0.000,0.000,0
119,4.281,4.281,0
120,0.000,0.000,0
121,4.610,4.610,0
122,0.000,0.000,0
123,4.371,4.371,0
124,0.000,0.000,0
125,6.342,6.342,0
126,0.000,0.000,0
127,4.760,4.760,0
128,0.000,0.000,0
129,4.338,4.338,0
130,0.000,0.000,0
131,4.770,4.770,0
132,0.000,0.000,0
133,5.097,5.097,0
134,0.000,0.000,0
135,4.903,4.903,0
136,0.000,0.000,0
137,6.323,6.323,0
138,0.000,0.000,0
139,4.263,4.263,0
140,0.000,0.000,0
141,4.907,4.907,0
142,0.000,0.000,0
143,4.356,4.356,0
144,0.000,0.000,0
145,5.508,5.508,0
146,0.000,0.000,0
147,5.070,5.070,0
148,0.000,0.000,0
149,4.751,4.751,0
150,0.000,0.000,0
151,4.978,4.978,0
152,0.000,0.000,0
153,4.859,4.859,0
154,0.000,0.000,0
155,4.915,4.915,0
156,0.000,0.000,0
157,4.544,4.544,0
158,0.000,0.000,0
159,4.423,4.423,0
160,0.000,0.000,0
161,4.270,4.270,0
162,0.000,0.000,0
163,3.224,3.224,0
164,0.000,0.000,0
165,2.721,2.721,0
166,0.000,0.000,0
167,2.046,2.046,0
168,0.000,0.000,0
169,3.352,3.352,0
170,0.000,0.000,0
171,3.944,3.944,0
172,0.000,0.000,0
173,4.382,4.382,0
174,0.000,0.000,0
175,4.307,4.307,0
176,0.000,0.000,0
177,4.046,4.046,0
178,0.000,0.000,0
179,4.311,4.311,0
180,0.000,0.000,0
181,4.327,4.327,0
182,0.000,0.000,0
183,4.420,4.420,0
184,0.000,0.000,0
185,4.685,4.685,0
186,0.000,0.000,0
187,4.872,4.872,0
188,0.000,0.000,0
189,4.446,4.446,0
190,0.000,0.000,0
191,5.064,5.064,0
192,0.000,0.000,0
193,4.417,4.417,0
194,0.000,0.000,0
195,3.542,3.542,0
196,0.000,0.000,0
197,5.058,5.058,0
198,0.000,0.000,0
199,4.344,4.344,0
200,0.000,0.000,0
201,3.915,3.915,0
202,0.000,0.000,0
203,3.829,3.829,0
204,0.000,0.000,0
205,4.463,4.463,0
206,0.000,0.000,0
207,3.945,3.945,0
208,0.000,0.000,0
209,4.189,4.189,0
210,0.000,0.000,0
211,4.474,4.474,0
212,0.000,0.000,0
213,5.059,5.059,0
214,0.000,0.000,0
215,4.593,4.593,0
216,0.000,0.000,0
217,4.924,4.924,0
218,0.000,0.000,0
219,5.293,5.293,0
220,0.000,0.000,0
221,4.818,4.818,0
222,0.000,0.000,0
223,5.033,5.033,0
224,0.000,0.000,0
225,4.961,4.961,0
226,0.000,0.000,0
227,4.606,4.606,0
228,0.000,0.000,0
229,2.927,2.927,0
230,0.000,0.000,0
231,2.244,2.244,0
232,0.000,0.000,0
233,2.799,2.799,0
234,0.000,0.000,0
235,2.808,2.808,0
236,0.000,0.000,0
237,3.810,3.810,0
238,0.000,0.000,0
239,4.531,4.531,0
240,0.000,0.000,0
241,3.949,3.949,0
242,0.000,0.000,0
243,3.839,3.839,0
244,0.000,0.000,0
245,4.717,4.717,0
246,0.000,0.000,0
247,5.422,5.422,0
248,0.000,0.000,0
249,4.296,4.296,0
250,0.000,0.000,0
251,4.936,4.936,0
252,0.000,0.000,0
253,5.050,5.050,0
254,0.000,0.000,0
255,4.665,4.665,0
256,0.000,0.000,0
257,4.678,4.678,0
258,0.000,0.000,0
259,4.122,4.122,0
260,0.000,0.000,0
261,4.007,4.007,0
262,0.000,0.000,0
263,3.739,3.739,0
264,0.000,0.000,0
265,3.155,3.155,0
266,0.000,0.000,0
267,2.948,2.948,0
268,0.000,0.000,0
269,3.613,3.613,0
270,0.000,0.000,0
271,3.363,3.363,0
272,0.000,0.000,0
273,3.463,3.463,0
274,0.000,0.000,0
275,3.449,3.449,0
276,0.000,0.000,0
277,3.728,3.728,0
278,0.000,0.000,0
279,3.171,3.171,0
280,0.000,0.000,0
281,2.964,2.964,0
282,0.000,0.000,0
283,3.622,3.622,0
284,0.000,0.000,0
285,2.703,2.703,0
286,0.000,0.000,0
287,3.989,3.989,0
288,0.000,0.000,0
289,4.358,4.358,0
290,0.000,0.000,0
291,5.165,5.165,0
292,0.000,0.000,0
293,4.790,4.790,0
294,0.000,0.000,0
295,4.785,4.785,0
296,0.000,0.000,0
297,4.350,4.350,0
298,0.000,0.000,0
299,4.237,4.237,0
300,0.000,0.000,0
301,3.093,3.093,0
302,0.000,0.000,0
303,2.376,2.376,0
304,0.000,0.000,0
305,2.458,2.458,0
306,0.000,0.000,0
307,2.339,2.339,0
308,0.000,0.000,0
309,2.990,2.990,0
310,0.000,0.000,0
311,3.823,3.823,0
312,0.000,0.000,0
313,4.496,4.496,0
314,0.000,0.000,0
315,4.115,4.115,0
316,0.000,0.000,0
317,4.676,4.676,0
318,0.000,0.000,0
319,4.810,4.810,0
320,0.000,0.000,0
321,4.793,4.793,0
322,0.000,0.000,0
323,4.362,4.362,0
324,0.000,0.000,0
325,3.646,3.646,0
326,0.000,0.000,0
327,3.806,3.806,0
328,0.000,0.000,0
329,3.932,3.932,0
330,0.000,0.000,0
331,3.793,3.793,0
332,0.000,0.000,0
333,4.031,4.031,0
334,0.000,0.000,0
335,4.181,4.181,0
336,0.000,0.000,0
337,4.308,4.308,0
338,0.000,0.000,0
339,4.672,4.672,0
340,0.000,0.000,0
341,4.777,4.777,0
342,0.000,0.000,0
343,4.641,4.641,0
344,0.000,0.000,0
345,5.167,5.167,0
346,0.000,0.000,0
347,4.354,4.354,0
348,0.000,0.000,0
349,4.686,4.686,0
350,0.000,0.000,0
351,4.981,4.981,0
352,0.000,0.000,0
353,4.941,4.941,0
354,0.000,0.000,0
355,4.298,4.298,0
356,0.000,0.000,0
357,4.531,4.531,0
358,0.000,0.000,0
359,4.084,4.084,0
360,0.000,0.000,0
361,5.348,5.348,0
362,0.000,0.000,0
363,4.747,4.747,0
364,0.000,0.000,0
365,4.323,4.323,0
366,0.000,0.000,0
367,3.897,3.897,0
368,0.000,0.000,0
369,3.050,3.050,0
370,0.000,0.000,0
371,2.316,2.316,0
372,0.000,0.000,0
373,2.715,2.715,0
374,0.000,0.000,0
375,2.188,2.188,0
376,0.000,0.000,0
377,3.001,3.001,0
378,0.000,0.000,0
379,3.343,3.343,0
380,0.000,0.000,0
381,3.943,3.943,0
382,0.000,0.000,0
383,4.298,4.298,0
384,0.000,0.000,0
385,4.428,4.428,0
386,0.000,0.000,0
387,4.069,4.069,0
388,0.000,0.000,0
389,4.784,4.784,0
390,0.000,0.000,0
391,4.573,4.573,0
392,0.000,0.000,0
393,4.487,4.487,0
394,0.000,0.000,0
395,3.937,3.937,0
396,0.000,0.000,0
397,5.007,5.007,0
398,0.000,0.000,0
399,4.530,4.530,0
400,0.000,0.000,0
401,4.412,4.412,0
402,0.000,0.000,0
403,3.963,3.963,0
404,0.000,0.000,0
405,4.893,4.893,0
406,0.000,0.000,0
407,4.273,4.273,0
408,0.000,0.000,0
409,3.748,3.748,0
410,0.000,0.000,0
411,3.676,3.676,0
412,0.000,0.000,0
413,4.554,4.554,0
414,0.000,0.000,0
415,3.905,3.905,0
416,0.000,0.000,0
417,4.110,4.110,0
418,0.000,0.000,0
419,4.312,4.312,0
420,0.000,0.000,0
421,5.051,5.051,0
422,0.000,0.000,0
423,3.680,3.680,0
424,0.000,0.000,0
425,4.387,4.387,0
426,0.000,0.000,0
427,3.627,3.627,0
428,0.000,0.000,0
429,3.645,3.645,0
430,0.000,0.000,0
431,4.136,4.136,0
432,0.000,0.000,0
433,4.199,4.199,0
434,0.000,0.000,0
435,4.425,4.425,0
436,0.000,0.000,0
437,3.915,3.915,0
438,0.000,0.000,0
439,3.730,3.730,0
440,0.000,0.000,0
441,3.599,3.599,0
442,0.000,0.000,0
443,1.720,1.720,0
444,0.000,0.000,0
445,2.573,2.573,0
446,0.000,0.000,0
447,3.536,3.536,0
448,0.000,0.000,0
449,4.150,4.150,0
450,0.000,0.000,0
451,4.383,4.383,0
452,0.000,0.000,0
453,3.950,3.950,0
454,0.000,0.000,0
455,3.853,3.853,0
456,0.000,0.000,0
457,4.764,4.764,0
458,0.000,0.000,0
459,5.039,5.039,0
460,0.000,0.000,0
461,3.945,3.945,0
462,0.000,0.000,0
463,2.502,2.502,0
464,0.000,0.000,0
465,4.807,4.807,0
466,0.000,0.000,0
467,5.713,5.713,0
468,0.000,0.000,0
469,4.921,4.921,0
470,0.000,0.000,0
471,4.189,4.189,0
472,0.000,0.000,0
473,3.819,3.819,0
474,0.000,0.000,0
475,4.165,4.165,0
476,0.000,0.000,0
477,4.823,4.823,0
478,0.000,0.000,0
479,4.187,4.187,0
480,0.000,0.000,0
481,4.659,4.659,0
482,0.000,0.000,0
483,5.171,5.171,0
484,0.000,0.000,0
485,4.375,4.375,0
486,0.000,0.000,0
487,4.090,4.090,0
488,0.000,0.000,0
489,4.210,4.210,0
490,0.000,0.000,0
491,4.658,4.658,0
492,0.000,0.000,0
493,3.992,3.992,0
494,0.000,0.000,0
495,4.046,4.046,0
496,0.000,0.000,0
497,3.473,3.473,0
498,0.000,0.000,0
499,2.159,2.159,0
500,0.000,0.000,1
501,0.948,0.948,0
502,0.000,0.000,0
503,1.441,1.441,0
