index,step_dist_m,speed_mps,removed
0,0.000,0.000,0
1,0.000,0.000,0
2,0.000,0.000,0
3,0.000,0.000,0
4,0.000,0.000,0
5,0.000,0.000,1
6,0.927,0.927,1
7,0.000,0.000,1
8,0.252,0.252,1
9,0.000,0.000,0
10,0.113,0.113,0
11,0.000,0.000,0
12,0.000,0.000,0
13,0.000,0.000,0
14,0.000,0.000,0
15,0.000,0.000,0
16,0.000,0.000,0
17,0.000,0.000,0
18,0.000,0.000,0
19,0.000,0.000,0
20,0.000,0.000,0
21,0.000,0.000,1
22,3.230,3.230,1
23,0.000,0.000,1
24,2.507,2.507,1
25,0.000,0.000,0
26,0.315,0.315,0
27,0.000,0.000,0
28,0.002,0.002,0
29,0.000,0.000,0
30,0.004,0.004,0
31,0.000,0.000,0
32,0.123,0.123,0
33,0.000,0.000,0
34,1.630,1.630,0
35,0.000,0.000,1
36,1.207,1.207,1
37,0.000,0.000,1
38,0.536,0.536,1
39,0.000,0.000,0
40,0.359,0.359,0
41,0.000,0.000,0
42,0.259,0.259,0
43,0.000,0.000,0
44,0.201,0.201,0
45,0.000,0.000,0
46,0.002,0.002,0
47,0.000,0.000,0
48,0.166,0.166,0
49,0.000,0.000,0
50,0.001,0.001,0
51,0.000,0.000,0
52,0.143,0.143,0
53,0.000,0.000,0
54,0.003,0.003,0
55,0.000,0.000,0
56,0.004,0.004,0
57,0.000,0.000,0
58,0.001,0.001,0
59,0.000,0.000,0
60,0.008,0.008,0
61,0.000,0.000,0
62,0.001,0.001,0
63,0.000,0.000,0
64,0.087,0.087,0
65,0.000,0.000,0
66,0.069,0.069,0
67,0.000,0.000,0
68,0.000,0.000,0
69,0.000,0.000,0
70,0.000,0.000,0
71,0.000,0.000,0
72,0.057,0.057,0
73,0.000,0.000,0
74,0.046,0.046,0
75,0.000,0.000,0
76,0.002,0.002,0
77,0.000,0.000,0
78,0.040,0.040,0
79,0.000,0.000,0
80,0.001,0.001,0
81,0.000,0.000,0
82,0.001,0.001,0
83,0.000,0.000,0
84,0.036,0.036,0
85,0.000,0.000,0
86,0.000,0.000,0
87,0.000,0.000,0
88,0.000,0.000,0
89,0.000,0.000,0
90,0.000,0.000,0
91,0.000,0.000,0
92,0.031,0.031,0
93,0.000,0.000,0
94,0.027,0.027,0
95,0.000,0.000,0
96,0.591,0.591,0
97,0.000,0.000,0
98,0.001,0.001,0
99,0.000,0.000,0
100,0.001,0.001,0
101,0.000,0.000,0
102,0.043,0.043,0
103,0.000,0.000,0
104,0.093,0.093,0
105,0.000,0.000,0
106,0.007,0.007,0
107,0.000,0.000,0
108,0.110,0.110,0
109,0.000,0.000,0
110,0.010,0.010,0
111,0.000,0.000,0
112,0.060,0.060,0
113,0.000,0.000,0
114,1.855,1.855,0
115,0.000,0.000,0
116,0.220,0.220,0
117,0.000,0.000,0
118,0.148,0.148,0
119,0.000,0.000,1
120,0.108,0.108,1
121,0.000,0.000,1
122,0.100,0.100,1
123,0.000,0.000,0
