index,step_dist_m,speed_mps,removed
0,0.000,0.000,0
1,0.000,0.000,0
2,0.000,0.000,0
3,0.058,0.058,0
4,0.015,0.015,0
5,0.000,0.000,0
6,0.000,0.000,0
7,0.000,0.000,0
8,0.000,0.000,0
9,0.000,0.000,0
10,0.000,0.000,0
11,0.000,0.000,0
12,0.000,0.000,0
13,0.000,0.000,0
14,0.000,0.000,0
15,0.000,0.000,0
16,0.000,0.000,0
17,0.000,0.000,0
18,0.000,0.000,0
19,0.000,0.000,0
20,0.267,0.267,0
21,0.000,0.000,0
22,0.000,0.000,0
23,0.000,0.000,0
24,0.000,0.000,0
25,0.000,0.000,0
26,0.000,0.000,0
27,0.000,0.000,0
28,0.000,0.000,0
29,0.000,0.000,0
30,0.000,0.000,0
31,0.000,0.000,0
32,0.000,0.000,0
33,4.199,4.199,0
34,0.000,0.000,0
35,0.000,0.000,0
36,0.000,0.000,0
37,0.000,0.000,0
38,0.000,0.000,0
39,0.000,0.000,0
40,0.000,0.000,0
41,0.000,0.000,0
42,0.000,0.000,0
43,0.000,0.000,0
44,0.000,0.000,0
45,0.000,0.000,0
46,0.000,0.000,0
47,0.000,0.000,0
48,0.000,0.000,0
49,2.658,2.658,0
50,0.000,0.000,1
51,2.405,2.405,1
52,0.000,0.000,1
53,1.049,1.049,1
54,0.000,0.000,1
55,2.994,2.994,0
56,0.000,0.000,0
57,0.000,0.000,0
58,0.000,0.000,0
59,0.000,0.000,0
60,0.000,0.000,0
61,1.957,1.957,0
62,0.000,0.000,0
63,0.000,0.000,0
64,0.000,0.000,1
65,1.531,1.531,1
66,0.000,0.000,1
67,3.614,3.614,1
68,0.000,0.000,1
69,0.874,0.874,1
70,0.000,0.000,1
71,0.453,0.453,1
72,0.000,0.000,1
73,1.001,1.001,1
74,0.000,0.000,0
75,0.456,0.456,0
76,0.000,0.000,0
77,4.525,4.525,0
78,0.000,0.000,0
79,0.000,0.000,0
80,0.000,0.000,0
81,0.000,0.000,0
82,0.000,0.000,0
83,0.000,0.000,0
84,0.000,0.000,0
85,0.000,0.000,0
86,0.000,0.000,0
87,0.000,0.000,0
88,0.000,0.000,0
89,0.000,0.000,0
90,0.000,0.000,0
91,0.000,0.000,0
92,0.000,0.000,0
93,0.000,0.000,0
94,0.000,0.000,0
95,0.000,0.000,0
96,0.000,0.000,0
97,0.000,0.000,0
98,0.000,0.000,1
99,12.891,12.891,1
100,0.000,0.000,0
101,0.325,0.325,0
102,0.000,0.000,1
103,0.070,0.070,1
104,0.000,0.000,1
105,1.000,1.000,1
106,0.000,0.000,1
107,1.223,1.223,1
108,0.000,0.000,0
109,1.140,1.140,0
110,0.000,0.000,1
111,6.234,6.234,1
112,0.000,0.000,1
113,4.129,4.129,1
114,0.000,0.000,1
115,1.595,1.595,1
116,0.000,0.000,1
117,1.233,1.233,1
118,0.000,0.000,1
119,2.053,2.053,1
120,0.000,0.000,1
121,1.138,1.138,1
122,0.000,0.000,0
123,1.458,1.458,0
