index,step_dist_m,speed_mps,removed
0,0.000,0.000,0
1,0.054,0.054,0
2,0.000,0.000,0
3,0.029,0.029,0
4,0.000,0.000,0
5,0.000,0.000,0
6,0.000,0.000,0
7,0.000,0.000,0
8,0.000,0.000,0
9,0.007,0.007,1
10,0.000,0.000,1
11,0.004,0.004,1
12,0.000,0.000,1
13,0.000,0.000,1
14,0.004,0.004,1
15,0.004,0.004,0
16,0.000,0.000,0
17,0.000,0.000,1
18,0.000,0.000,0
19,0.000,0.000,0
20,0.016,0.016,0
21,0.000,0.000,0
22,1.659,1.659,0
23,0.000,0.000,0
24,0.000,0.000,0
25,1.600,1.600,1
26,0.000,0.000,1
27,0.858,0.858,1
28,0.000,0.000,0
29,0.520,0.520,0
30,0.000,0.000,0
31,0.247,0.247,0
32,0.000,0.000,1
33,0.100,0.100,1
34,0.000,0.000,1
35,0.221,0.221,1
36,0.000,0.000,0
37,0.203,0.203,0
38,0.000,0.000,0
39,0.096,0.096,0
40,0.000,0.000,0
41,0.098,0.098,0
42,0.000,0.000,0
43,0.038,0.038,0
44,0.000,0.000,1
45,0.015,0.015,1
46,0.000,0.000,1
47,0.110,0.110,1
48,0.000,0.000,1
49,0.073,0.073,1
50,0.000,0.000,0
51,0.074,0.074,0
52,0.000,0.000,0
53,0.050,0.050,0
54,0.000,0.000,0
55,0.029,0.029,0
56,0.000,0.000,0
57,0.006,0.006,0
58,0.000,0.000,0
59,0.021,0.021,0
60,0.000,0.000,0
61,0.035,0.035,0
62,0.000,0.000,0
63,0.014,0.014,0
64,0.000,0.000,0
65,0.031,0.031,0
66,0.000,0.000,0
67,0.062,0.062,0
68,0.000,0.000,0
69,0.005,0.005,0
70,0.000,0.000,0
71,0.003,0.003,0
72,0.000,0.000,0
73,0.001,0.001,0
74,0.000,0.000,0
75,0.000,0.000,0
76,0.000,0.000,0
77,0.000,0.000,0
78,0.000,0.000,0
79,0.000,0.000,0
80,0.000,0.000,0
81,0.000,0.000,0
82,0.000,0.000,0
83,0.000,0.000,0
84,0.000,0.000,0
85,0.000,0.000,0
86,0.000,0.000,0
87,0.000,0.000,0
88,0.000,0.000,0
89,0.000,0.000,0
90,0.000,0.000,0
91,0.000,0.000,0
92,0.000,0.000,0
93,0.000,0.000,0
94,0.000,0.000,0
95,0.000,0.000,0
96,0.000,0.000,0
97,0.000,0.000,0
98,0.000,0.000,0
99,0.000,0.000,0
100,0.000,0.000,0
101,0.000,0.000,0
102,0.000,0.000,0
103,0.000,0.000,0
104,0.000,0.000,0
105,0.000,0.000,0
106,0.000,0.000,0
107,0.000,0.000,0
108,0.000,0.000,0
109,0.116,0.116,0
110,0.000,0.000,0
111,0.009,0.009,0
112,0.000,0.000,0
113,0.000,0.000,0
114,0.000,0.000,0
115,0.008,0.008,0
116,0.000,0.000,0
117,0.000,0.000,0
118,0.000,0.000,0
119,0.000,0.000,0
120,0.000,0.000,0
121,0.006,0.006,0
122,0.000,0.000,0
123,0.005,0.005,0
124,0.000,0.000,0
125,0.000,0.000,0
126,0.000,0.000,0
127,0.000,0.000,0
128,0.000,0.000,0
129,0.004,0.004,0
130,0.000,0.000,0
131,0.000,0.000,0
132,0.000,0.000,0
133,0.004,0.004,0
134,0.000,0.000,0
135,0.000,0.000,0
136,0.000,0.000,0
137,0.004,0.004,0
138,0.000,0.000,0
139,0.003,0.003,0
140,0.000,0.000,0
141,0.000,0.000,0
142,0.000,0.000,0
143,0.000,0.000,0
144,0.000,0.000,0
145,5.985,5.985,0
146,0.000,0.000,0
147,0.189,0.189,0
148,0.000,0.000,0
149,0.183,0.183,0
150,0.000,0.000,1
151,0.219,0.219,1
152,0.000,0.000,0
153,0.242,0.242,0
154,0.000,0.000,0
155,1.072,1.072,0
156,0.000,0.000,0
157,0.126,0.126,1
158,0.000,0.000,1
159,1.428,1.428,0
160,0.000,0.000,0
161,1.339,1.339,0
162,0.000,0.000,1
163,1.484,1.484,1
164,0.000,0.000,1
165,0.510,0.510,1
166,0.000,0.000,1
167,1.067,1.067,1
168,0.000,0.000,0
169,1.731,1.731,0
170,0.000,0.000,0
171,2.077,2.077,0
172,0.000,0.000,0
173,1.097,1.097,0
174,0.000,0.000,0
175,2.047,2.047,0
176,0.000,0.000,0
177,0.698,0.698,1
178,0.000,0.000,1
179,1.151,1.151,1
180,0.000,0.000,0
181,0.463,0.463,0
182,0.000,0.000,0
183,1.426,1.426,0
184,0.000,0.000,0
185,0.686,0.686,0
186,0.000,0.000,0
187,3.059,3.059,0
188,0.000,0.000,0
189,2.087,2.087,0
190,0.000,0.000,0
191,2.200,2.200,0
192,0.000,0.000,0
193,1.670,1.670,0
194,0.000,0.000,0
195,2.431,2.431,0
196,0.000,0.000,0
197,2.173,2.173,0
198,0.000,0.000,0
199,1.886,1.886,0
200,0.000,0.000,0
201,1.321,1.321,0
202,0.000,0.000,0
203,2.529,2.529,0
204,0.000,0.000,0
205,2.988,2.988,0
206,0.000,0.000,0
207,2.259,2.259,0
208,0.000,0.000,0
209,2.342,2.342,0
210,0.000,0.000,0
211,2.806,2.806,0
212,0.000,0.000,0
213,2.111,2.111,0
214,0.000,0.000,0
215,2.302,2.302,0
216,0.000,0.000,0
217,2.451,2.451,0
218,0.000,0.000,0
219,1.917,1.917,0
220,0.000,0.000,0
221,6.110,6.110,0
222,0.000,0.000,0
223,3.590,3.590,0
224,0.000,0.000,0
225,5.215,5.215,0
226,0.000,0.000,0
227,4.044,4.044,0
