unix_timestamp,cadence
1749564763,706.98
1749564801,2.11
1749564803,31.80
1749564804,41.35
1749564807,51.33
1749564808,58.91
1749564809,58.74
1749564810,51.41
1749564811,62.63
1749564812,68.96
1749564813,77.58
1749564814,73.58
1749564815,76.23
1749564815,80.63
1749564816,83.93
1749564817,88.15
1749564817,85.81
1749564818,87.03
1749564819,88.53
1749564819,88.91
1749564820,92.67
1749564821,97.68
1749564821,100.39
1749564822,105.21
1749564822,106.30
1749564823,109.13
1749564823,108.74
1749564824,109.91
1749564825,100.39
1749564825,95.11
1749564826,86.66
1749564827,82.80
1749564827,82.58
1749564829,86.17
1749564830,88.66
1749564830,94.38
1749564831,98.62
1749564832,102.49
1749564832,102.57
1749564833,103.43
1749564833,107.79
1749564834,107.79
1749564834,112.12
1749564835,107.79
1749564836,112.94
1749564836,113.99
1749564837,116.14
1749564837,112.73
1749564838,115.27
1749564838,112.32
1749564839,121.42
1749564840,115.06
1749564840,116.14
1749564840,112.73
1749564841,109.91
1749564841,106.48
1749564842,106.85
1749564843,107.60
1749564843,107.04
1749564844,106.67
1749564844,101.72
1749564845,98.78
1749564846,94.38
1749564846,91.16
1749564847,94.81
1749564847,96.76
1749564848,98.78
1749564849,95.55
1749564849,90.49
1749564850,85.81
1749564851,81.38
1749564852,75.85
1749564853,70.70
1749564854,70.14
1749564854,77.87
1749564855,86.05
1749564855,90.89
1749564856,100.23
1749564856,106.30
1749564857,111.71
1749564858,115.49
1749564858,127.34
1749564859,131.28
1749564859,135.03
1749564860,137.45
1749564860,139.32
1749564861,146.29
1749564861,148.77
1749564861,148.77
1749564862,150.59
1749564862,150.96
1749564863,156.34
1749564863,157.14
1749564863,157.54
1749564864,160.00
1749564864,159.58
1749564864,162.54
1749564865,161.68
1749564865,160.84
1749564866,165.61
1749564866,164.72
1749564866,161.26
1749564867,160.42
1749564867,158.35
1749564868,160.42
1749564868,164.28
1749564868,162.11
1749564869,160.84
1749564870,162.54
1749564870,162.11
1749564870,162.11
1749564871,160.00
1749564872,156.93
1749564872,150.59
1749564872,154.37
1749564873,154.76
1749564873,156.34
1749564874,155.94
1749564874,155.54
1749564874,155.54
1749564875,155.54
1749564875,155.54
1749564876,154.37
1749564876,157.54
1749564876,157.94
1749564877,157.54
1749564877,154.76
1749564877,152.84
1749564878,152.84
1749564878,146.63
1749564879,140.92
1749564879,137.76
1749564880,141.57
1749564880,147.34
1749564880,140.27
1749564881,149.13
1749564882,148.41
1749564882,152.84
1749564882,158.35
1749564883,158.76
1749564883,162.54
1749564883,163.84
1749564884,161.68
1749564884,165.61
1749564884,169.26
1749564885,170.19
1749564885,174.55
1749564885,179.65
1749564886,179.65
1749564886,179.65
1749564886,177.57
1749564887,178.09
1749564887,175.04
1749564887,173.07
1749564888,171.62
1749564889,172.58
1749564889,171.14
1749564889,172.58
1749564890,169.72
1749564890,170.19
1749564890,169.26
1749564891,167.41
1749564891,164.94
1749564892,164.28
1749564892,162.54
1749564893,156.93
1749564893,153.98
1749564894,149.49
1749564894,146.99
1749564895,144.91
1749564895,137.76
1749564895,139.32
1749564896,135.93
1749564897,132.99
1749564897,132.84
1749564898,134.74
1749564898,135.63
1749564899,137.45
1749564899,140.59
1749564899,145.25
1749564900,145.94
1749564900,149.85
1749564901,150.96
1749564901,152.46
1749564901,154.76
1749564902,157.14
1749564902,157.94
1749564903,162.11
1749564903,165.16
1749564903,164.72
1749564904,168.79
1749564904,169.26
1749564904,174.05
1749564905,176.05
1749564905,182.86
1749564905,183.95
1749564906,186.75
1749564906,190.81
1749564906,191.40
1749564907,194.43
1749564907,195.05
1749564907,195.05
1749564908,197.56
1749564908,198.19
1749564908,194.43
1749564909,193.82
1749564909,193.82
1749564909,194.43
1749564909,195.05
1749564909,193.82
1749564910,190.22
1749564910,192.60
1749564911,191.40
1749564911,188.47
1749564911,184.50
1749564911,176.55
1749564912,171.62
1749564912,166.50
1749564913,162.97
1749564913,161.68
1749564913,162.54
1749564914,157.54
1749564914,154.37
1749564914,155.54
1749564915,155.15
1749564915,154.37
1749564916,155.54
1749564916,150.96
1749564916,147.34
1749564917,147.69
1749564917,144.56
1749564918,146.29
1749564918,147.34
1749564919,148.41
1749564919,158.76
1749564919,162.54
1749564920,163.84
1749564920,166.96
1749564920,168.33
1749564921,172.10
1749564921,175.04
1749564921,177.06
1749564922,177.06
1749564922,182.31
1749564922,179.65
1749564923,182.86
1749564923,186.18
1749564923,186.75
1749564924,187.32
1749564924,189.05
1749564924,189.63
1749564925,192.00
1749564925,192.00
1749564925,192.60
1749564926,195.67
1749564926,196.29
1749564926,193.82
1749564927,192.60
1749564927,194.43
1749564927,191.40
1749564928,194.43
1749564928,194.43
1749564929,195.05
1749564929,196.29
1749564929,198.83
1749564930,199.48
1749564930,198.19
1749564930,200.78
1749564931,201.44
1749564931,201.44
1749564931,198.83
1749564931,201.44
1749564932,197.56
1749564932,197.56
1749564932,196.92
1749564933,195.67
1749564933,195.05
1749564934,189.63
1749564934,192.30
1749564935,190.22
1749564935,192.00
1749564935,191.40
1749564935,192.60
1749564936,187.89
1749564937,184.50
1749564937,183.40
1749564937,180.71
1749564938,182.86
1749564938,183.40
1749564938,185.62
1749564938,186.75
1749564939,186.75
1749564939,188.47
1749564940,187.89
1749564940,187.32
1749564941,187.89
1749564941,189.05
1749564942,194.64
1749564942,199.48
1749564943,198.83
1749564943,200.78
1749564943,202.77
1749564944,206.17
1749564944,206.17
1749564944,206.52
1749564945,210.89
1749564946,213.33
1749564946,214.45
1749564947,213.70
1749564948,212.60
1749564948,211.50
1749564948,204.80
1749564949,202.11
1749564949,198.83
1749564949,199.48
1749564950,197.56
1749564950,200.13
1749564950,193.82
1749564951,196.92
1749564951,192.60
1749564952,193.82
1749564952,192.00
1749564952,190.22
1749564953,188.47
1749564953,185.62
1749564954,185.34
1749564954,183.13
1749564955,183.95
1749564955,178.60
1749564955,176.55
1749564956,174.55
1749564956,170.67
1749564957,168.33
1749564957,165.61
1749564957,165.16
1749564958,164.28
1749564958,164.72
1749564958,161.68
1749564959,162.54
1749564959,162.54
1749564959,160.42
1749564960,161.47
1749564961,160.42
1749564961,157.94
1749564961,155.94
1749564962,157.14
1749564962,153.22
1749564963,148.23
1749564964,143.89
1749564964,139.95
1749564964,134.74
1749564964,131.85
1749564965,126.94
1749564965,129.62
1749564966,135.33
1749564967,143.55
1749564967,147.34
1749564968,147.34
1749564968,146.29
1749564968,141.89
1749564969,145.59
1749564969,142.55
1749564970,143.89
1749564970,143.89
1749564970,146.29
1749564971,148.05
1749564972,149.85
1749564972,150.59
1749564972,150.96
1749564972,152.46
1749564973,153.22
1749564973,154.37
1749564974,153.98
1749564974,157.14
1749564974,158.35
1749564975,159.17
1749564975,158.76
1749564976,159.58
1749564976,161.26
1749564976,160.42
1749564977,162.54
1749564977,163.84
1749564977,165.61
1749564978,163.84
1749564978,166.05
1749564978,166.05
1749564979,165.61
1749564979,167.41
1749564980,165.16
1749564980,167.41
1749564980,163.40
1749564981,163.40
1749564981,160.00
1749564981,155.94
1749564982,152.46
1749564982,149.85
1749564983,144.91
1749564983,142.88
1749564984,139.64
1749564984,139.00
1749564985,135.63
1749564985,135.33
1749564986,132.13
1749564986,134.44
1749564987,135.03
1749564987,135.93
1749564988,134.44
1749564988,135.03
1749564988,133.57
1749564989,134.74
1749564989,130.45
1749564990,130.45
1749564990,130.45
1749564991,130.17
1749564991,132.70
1749564992,136.84
1749564992,138.07
1749564993,138.07
1749564993,141.89
1749564994,146.29
1749564994,145.94
1749564994,150.96
1749564995,147.34
1749564996,149.85
1749564996,149.13
1749564997,148.41
1749564998,144.23
1749564998,144.91
1749564999,143.55
1749564999,140.59
1749564999,141.24
1749565000,139.64
1749565001,137.76
1749565001,135.33
1749565002,134.44
1749565002,130.72
1749565003,128.54
1749565003,124.37
1749565004,123.13
1749565005,118.61
1749565005,117.93
1749565006,110.11
1749565006,106.85
1749565007,101.39
1749565007,98.30
1749565008,95.11
1749565009,93.09
1749565009,91.02
1749565010,93.23
1749565011,95.11
1749565011,98.15
1749565012,101.05
1749565012,98.46
1749565013,99.74
1749565014,101.72
1749565014,106.30
1749565015,111.10
1749565015,115.49
1749565016,118.61
1749565016,120.47
1749565017,122.88
1749565017,127.47
1749565018,132.70
1749565018,137.76
1749565018,139.95
1749565019,142.88
1749565019,143.55
1749565020,145.25
1749565020,146.63
1749565020,153.60
1749565021,159.17
1749565021,162.54
1749565021,165.61
1749565022,170.67
1749565022,174.55
1749565023,180.71
1749565023,182.86
1749565023,185.62
1749565023,190.22
1749565024,192.00
1749565024,192.00
1749565024,194.43
1749565025,191.40
1749565025,195.67
1749565026,195.36
1749565026,193.21
1749565026,192.00
1749565027,189.05
1749565027,185.06
1749565027,179.65
1749565028,179.13
1749565028,178.60
1749565028,174.55
1749565029,171.14
1749565029,168.79
1749565029,172.58
1749565030,163.84
1749565030,162.11
1749565030,164.28
1749565031,159.58
1749565031,151.33
1749565032,148.41
1749565032,145.59
1749565033,145.25
1749565033,143.38
1749565034,139.95
1749565034,137.45
1749565035,134.15
1749565035,131.56
1749565036,133.57
1749565036,128.54
1749565037,126.68
1749565037,124.37
1749565038,124.37
1749565038,123.37
1749565039,123.13
1749565039,129.35
1749565039,132.13
1749565040,132.41
1749565040,131.00
1749565041,131.70
1749565042,132.41
1749565042,130.17
1749565043,132.99
1749565043,133.28
1749565044,134.15
1749565044,134.44
1749565044,133.28
1749565045,134.74
1749565045,138.07
1749565046,141.57
1749565046,142.55
1749565046,147.69
1749565047,150.59
1749565047,148.41
1749565048,146.99
1749565048,144.91
1749565048,145.25
1749565049,143.55
1749565049,148.77
1749565050,149.49
1749565050,150.96
1749565050,150.96
1749565051,152.08
1749565051,152.84
1749565052,151.70
1749565052,151.70
1749565052,150.59
1749565053,154.37
1749565053,153.98
1749565054,157.14
1749565054,160.84
1749565055,155.94
1749565055,155.15
1749565055,154.37
1749565056,152.84
1749565056,155.15
1749565056,154.76
1749565057,158.35
1749565057,158.35
1749565057,159.17
1749565058,157.14
1749565058,153.98
1749565059,152.84
1749565059,151.70
1749565059,155.15
1749565060,154.37
1749565060,157.54
1749565061,160.84
1749565061,162.11
1749565062,161.68
1749565062,165.61
1749565063,165.16
1749565063,171.62
1749565063,172.58
1749565063,175.54
1749565064,175.04
1749565064,176.05
1749565065,176.55
1749565065,177.06
1749565065,181.24
1749565066,179.13
1749565066,181.78
1749565066,180.18
1749565067,182.31
1749565067,183.40
1749565067,185.62
1749565068,185.06
1749565068,187.32
1749565068,186.18
1749565069,188.47
1749565069,185.06
1749565069,184.50
1749565070,188.47
1749565070,187.03
1749565071,190.81
1749565071,186.75
1749565071,187.32
1749565072,189.63
1749565072,194.43
1749565072,196.29
1749565073,198.83
1749565073,201.44
1749565073,202.11
1749565073,205.48
1749565074,206.17
1749565074,208.27
1749565074,208.98
1749565074,208.98
1749565075,211.86
1749565075,210.41
1749565075,210.41
1749565076,208.98
1749565076,213.33
1749565076,211.13
1749565076,214.83
1749565077,212.60
1749565077,214.83
1749565077,214.83
1749565078,215.58
1749565078,217.10
1749565078,215.58
1749565078,211.86
1749565079,212.60
1749565079,202.77
1749565079,202.11
1749565080,197.56
1749565080,192.00
1749565080,186.75
1749565081,182.86
1749565081,175.54
1749565082,160.84
1749565082,142.88
1749565083,131.56
1749565083,118.61
1749565084,107.60
1749565084,88.66
1749565086,37.93
